등록번호,표찰번호,지번주소,도로명주소,경도,위도,데이터제공일자
791,(금남로) 북성중학교3 12,임동 71-7,,35.158646,126.901375,2022-11-10
792,(금남로) 북성중학교3 13,임동 71-6,,35.158592,126.901634,2022-11-10
793,(금남로) 북성중학교3 11,임동 82-18,,35.15871,126.901077,2022-11-10
794,(금남로) 북성중학교3 10,임동 82-18,,35.158779,126.900848,2022-11-10
796,(금남로) 북성중학교3 8,임동 82-18,,35.158905,126.900246,2022-11-10
798,(금남로) 북성중학교3 6,임동 82-18,,35.159,126.899788,2022-11-10
799,(금남로) 북성중학교3 5,임동 94-241,,35.159058,126.899521,2022-11-10
800,(금남로) 북성중학교3 4,임동 95-27,,35.159004,126.899307,2022-11-10
802,(금남로) 북성중학교3 2,임동 95-21,,35.15868,126.898949,2022-11-10
803,(금남로) 북성중학교3 1,임동 78-315,,35.158493,126.898758,2022-11-10
804,(금남로) 북성중학교3 14,임동 71-5,,35.158546,126.901802,2022-11-10
805,(금남로) 북성중학교3 15,유동 77-4,,35.158478,126.902184,2022-11-10
806,(금남로) 북성중학교3 16,유동 27-1,,35.158386,126.902512,2022-11-10
807,(금남로) 북성중학교3 17,유동 27-4,,35.158321,126.902802,2022-11-10
808,(금남로) 북성중학교3 18,유동 27-13,,35.158226,126.903015,2022-11-10
809,(금남로) 북성중학교3 20,유동 22-3,,35.157959,126.903442,2022-11-10
810,(금남로) 북성중학교3 21,유동 22-3,,35.157814,126.903656,2022-11-10
811,(금남로) 북성중학교3 22,유동 22-3,,35.157654,126.903893,2022-11-10
812,(금남로) 북성중학교3 23,유동 22-3,,35.157509,126.904121,2022-11-10
813,(금남로) 북성중학교3 24,유동 22-3,,35.157372,126.90435,2022-11-10
814,(금남로) 북성중학교3 25,유동 22-3,,35.157223,126.904572,2022-11-10
815,(금남로) 북성중학교1 4,유동 22-3,,35.157642,126.904327,2022-11-10
816,(금남로) 북성중학교1 5,유동 33-47,,35.157814,126.904068,2022-11-10
817,(금남로) 북성중학교1 6,유동 22-3,,35.157963,126.903877,2022-11-10
818,(금남로) 북성중학교1 7,유동 20-5,,35.158138,126.903946,2022-11-10
820,(금남로) 북성중학교1 2,유동 22-3,,35.157326,126.904823,2022-11-10
821,(경열로) 국보산업개발 32,유동 22-3,,35.157253,126.904991,2022-11-10
822,(경열로) 국보산업개발 31,유동 37,,35.157383,126.90519,2022-11-10
823,(경열로) 국보산업개발 30,유동 14-2,,35.15757,126.905426,2022-11-10
824,(경열로) 국보산업개발 29,유동 14-2,,35.157669,126.90554,2022-11-10
827,(경열로) 국보산업개발 42,유동 58,,35.15551,126.90271,2022-11-10
829,(경열로) 국보산업개발 41-1,유동 58,,35.155621,126.902412,2022-11-10
830,(경열로) 국보산업개발 40,유동 58,,35.155815,126.903099,2022-11-10
831,(경열로) 국보산업개발 39 ,유동 58,,35.155979,126.903336,2022-11-10
832,(경열로) 국보산업개발 38,유동 50-13,,35.1562,126.90361,2022-11-10
833,(경열로) 국보산업개발 37,유동 50-13,,35.156391,126.90387,2022-11-10
834,(경열로) 국보산업개발 36,유동 45-1,,35.15654,126.904076,2022-11-10
835,(경열로) 국보산업개발 35,유동 34-10,,35.1567,126.904274,2022-11-10
837,(경열로) 국보산업개발 33,유동 22-3,,35.157028,126.904701,2022-11-10
839,(경열로) 국보산업개발 45,유동 57-60,,35.155514,126.903046,2022-11-10
840,(경열로) 국보산업개발 46,유동 58,,35.155685,126.903267,2022-11-10
841,(경열로) 국보산업개발 47,유동 50-13,,35.155869,126.903496,2022-11-10
842,(경열로) 국보산업개발 48,유동 50-13,,35.156094,126.903786,2022-11-10
844,(경열로) 국보산업개발 50,유동 45-1,,35.156395,126.904205,2022-11-10
845,(경열로) 국보산업개발 51,유동 41-24,,35.156582,126.904465,2022-11-10
846,(경열로) 국보산업개발 52,유동 40-9,,35.156765,126.904701,2022-11-10
847,(경열로) 국보산업개발 53,유동 37,,35.15691,126.904892,2022-11-10
848,(경열로) 국보산업개발 43,유동 139,,35.155174,126.902817,2022-11-10
850,(천변우로) 양유교1 7,누문동 316,,35.154781,126.903351,2022-11-10
852,(천변우로) 양유교1 5,누문동 316,,35.154232,126.904114,2022-11-10
853,(천변우로) 양유교1 4,누문동 316,,35.154053,126.90435,2022-11-10
854,(천변우로) 양유교1 3,누문동 316,,35.153782,126.904716,2022-11-10
855,(천변우로) 양유교1 2,누문동 316,,35.153664,126.904892,2022-11-10
856,(천변우로) 양유교1 1,누문동 316,,35.153442,126.905182,2022-11-10
857,(천변우로) 양유교2 1,유동 140-7,,35.155594,126.902199,2022-11-10
858,(천변우로) 양유교2 2,임동 226-9,,35.155735,126.902008,2022-11-10
859,(천변우로) 양유교2 3,임동 226-9,,35.155895,126.90181,2022-11-10
860,(천변우로) 양유교2 4,임동 226-9,,35.156048,126.901611,2022-11-10
861,(천변우로) 양유교2 5,임동 226-9,,35.156246,126.901375,2022-11-10
862,(천변우로) 양유교2 6,임동 226-9,,35.15641,126.901176,2022-11-10
863,(천변우로) 양유교2 7,임동 226-9,,35.156563,126.90097,2022-11-10
866,(천변우로) 양유교2 10,임동 226-9,,35.157063,126.90036,2022-11-10
867,(천변우로) 양유교2 11,임동 226-9,,35.15723,126.900162,2022-11-10
868,(천변우로) 양유교2 12,임동 226-9,,35.157387,126.899956,2022-11-10
869,(천변우로) 양유교2 13,임동 226-9,,35.157547,126.899773,2022-11-10
870,(천변우로) 양유교2 14,임동 226-9,,35.1577,126.899574,2022-11-10
871,(천변우로) 양유교2 15,임동 226-9,,35.157871,126.899338,2022-11-10
872,(천변우로) 양유교2 16,임동 226-9,,35.158051,126.899117,2022-11-10
873,(천변우로) 양유교2 17,임동 226-9,,35.158184,126.898933,2022-11-10
874,(천변우로) 양유교2 18,임동 226-9,,35.15831,126.898758,2022-11-10
875,(필문로) 광주교육대학교1 25,풍향동 595-1,,35.164803,126.919868,2022-11-10
876,(필문로) 광주교육대학교1 24,풍향동 595-1,,35.164764,126.920006,2022-11-10
877,(필문로) 광주교육대학교1 23,풍향동 595-1,,35.164703,126.920288,2022-11-10
879,(필문로) 광주교육대학교1 21,풍향동 595-1,,35.164555,126.920906,2022-11-10
880,(필문로) 광주교육대학교1 20,풍향동 595-1,,35.164478,126.921242,2022-11-10
881,(필문로) 광주교육대학교1 19,풍향동 595-1,,35.164402,126.92157,2022-11-10
882,(필문로) 광주교육대학교1 18,풍향동 595-1,,35.164341,126.921791,2022-11-10
883,(필문로) 광주교육대학교1 17,풍향동 595-1,,35.164265,126.922134,2022-11-10
884,(필문로) 광주교육대학교1 16,풍향동 595-1,,35.1642,126.922401,2022-11-10
885,(필문로) 광주교육대학교1 15,풍향동 595-1,,35.164135,126.922684,2022-11-10
886,(필문로) 광주교육대학교1 14,풍향동 595-1,,35.164032,126.923073,2022-11-10
887,(필문로) 광주교육대학교1 13,풍향동 595-1,,35.163944,126.923401,2022-11-10
888,(필문로) 광주교육대학교1 12,풍향동 595-1,,35.163891,126.923615,2022-11-10
889,(필문로) 광주교육대학교1 11,풍향동 595-1,,35.163822,126.923851,2022-11-10
890,(필문로) 광주교육대학교1 10,풍향동 595-1,,35.163754,126.924126,2022-11-10
891,(필문로) 광주교육대학교1 9,풍향동 595-1,,35.163662,126.924423,2022-11-10
892,(필문로) 광주교육대학교1 8,풍향동 595-1,,35.163551,126.924805,2022-11-10
893,(필문로) 광주교육대학교1 7,풍향동 595-1,,35.163479,126.925079,2022-11-10
894,(필문로) 광주교육대학교1 6,풍향동 595-1,,35.163395,126.925377,2022-11-10
895,(필문로) 광주교육대학교1 5,풍향동 595-1,,35.163319,126.925682,2022-11-10
896,(필문로) 광주교육대학교1 4,풍향동 595-1,,35.163242,126.925941,2022-11-10
897,(필문로) 광주교육대학교1 3,풍향동 595-1,,35.163158,126.926208,2022-11-10
898,(필문로) 광주교육대학교1 2,풍향동 595-1,,35.163113,126.926414,2022-11-10
899,(필문로) 광주교육대학교1 1,풍향동 595-1,,35.163017,126.926689,2022-11-10
906,(동문대로) 동강대정문1 LP-059 22 (2020),풍향동 494-5,,35.16959,126.920982,2022-11-10
907,(동문대로) 동강대정문1 LP-059 육교,풍향동 494-5,,35.169506,126.920944,2022-11-10
908,(동문대로) 동강대정문1 LP-059 21 (2020),풍향동 494-5,,35.169395,126.920883,2022-11-10
909,(동문대로) 동강대정문1 LP-059 20 (2020),풍향동 494-5,,35.169216,126.920784,2022-11-10
910,(동문대로) 동강대정문1 LP-059 19 (2020),풍향동 494-5,,35.169064,126.9207,2022-11-10
911,(동문대로) 동강대정문1 LP-059 18 (2020),풍향동 494-5,,35.168842,126.920578,2022-11-10
912,(동문대로) 동강대정문1 LP-059 17 (2020),풍향동 494-5,,35.168594,126.920433,2022-11-10
913,(동문대로) 동강대정문1 LP-059 16 (2020),풍향동 494-5,,35.168381,126.920326,2022-11-10
914,(동문대로) 동강대정문1 LP-059 15 (2020),풍향동 494-24,,35.168297,126.920258,2022-11-10
915,(동문대로) 동강대정문1 LP-059 14 (2020),풍향동 494-5,,35.168083,126.920151,2022-11-10
916,(동문대로) 동강대정문1 LP-059 13 (2020),풍향동 496-14,,35.167839,126.920036,2022-11-10
917,(동문대로) 동강대정문1 LP-059 12 (2020),풍향동 496-14,,35.167652,126.91993,2022-11-10
918,(동문대로) 동강대정문1 LP-059 11 (2020),풍향동 497-3,,35.167412,126.919846,2022-11-10
919,(동문대로) 동강대정문1 LP-059 10 (2020),풍향동 565-9,,35.167141,126.919785,2022-11-10
920,(동문대로) 동강대정문1 LP-059 9 (2020),풍향동 565-9,,35.166973,126.919762,2022-11-10
921,(동문대로) 동강대정문1 LP-059 8 (2020),풍향동 595-1,,35.166691,126.919777,2022-11-10
922,(동문대로) 동강대정문1 LP-059 7 (2020),풍향동 595-1,,35.166412,126.919769,2022-11-10
923,(동문대로) 동강대정문1 LP-059 6 (2020),풍향동 595-1,,35.166218,126.919769,2022-11-10
924,(동문대로) 동강대정문1 LP-059 5 (2020),풍향동 595-1,,35.166008,126.919769,2022-11-10
925,(동문대로) 동강대정문1 LP-059 4 (2020),풍향동 595-1,,35.165771,126.919762,2022-11-10
926,(동문대로) 동강대정문1 LP-059 3 (2020),풍향동 595-1,,35.165535,126.919769,2022-11-10
927,(동문대로) 동강대정문1 LP-059 2 (2020),풍향동 595-1,,35.16523,126.919739,2022-11-10
928,(동문대로) 동강대정문1 LP-059 1 (2020),풍향동 595-1,,35.165012,126.919731,2022-11-10
930,(동문대로) 동강대정문2 LP-060 28 (2020),우산동 561-1,,35.165028,126.919464,2022-11-10
931,(동문대로) 동강대정문2 LP-060 27 (2020),우산동 561-1,,35.165283,126.919472,2022-11-10
932,(동문대로) 동강대정문2 LP-060 26 (2020),우산동 561-1,,35.165531,126.919487,2022-11-10
933,(동문대로) 동강대정문2 LP-060 25 (2020),우산동 561-1,,35.165852,126.919495,2022-11-10
934,(동문대로) 동강대정문2 LP-060 24 (2020),우산동 561-1,,35.166012,126.919495,2022-11-10
935,(동문대로) 동강대정문2 LP-060 23 (2020),우산동 561-1,,35.166222,126.919502,2022-11-10
936,(동문대로) 동강대정문2 LP-060 22 (2020),우산동 561-1,,35.166405,126.919502,2022-11-10
937,(동문대로) 동강대정문2 LP-060 21 (2020),우산동 561-1,,35.166622,126.919479,2022-11-10
938,(동문대로) 동강대정문2 LP-060 20 (2020),풍향동 574-13,,35.166904,126.919472,2022-11-10
939,(동문대로) 동강대정문2 LP-060 19 (2020),풍향동 574-13,,35.167156,126.919518,2022-11-10
940,(동문대로) 동강대정문2 LP-060 18 (2020),풍향동 574-13,,35.167397,126.919548,2022-11-10
941,(동문대로) 동강대정문2 LP-060 17 (2020),우산동 549-1,,35.167603,126.919617,2022-11-10
942,(동문대로) 동강대정문2 LP-060 16 (2020),우산동 549-1,,35.16787,126.919739,2022-11-10
943,(동문대로) 동강대정문2 LP-060 15 (2020),우산동 549-1,,35.168087,126.919846,2022-11-10
944,(동문대로) 동강대정문2 LP-060 14 (2020),우산동 549-1,,35.168247,126.919937,2022-11-10
945,(동문대로) 동강대정문2 LP-060 13 (2020),우산동 549-1,,35.168457,126.920036,2022-11-10
946,(동문대로) 동강대정문2 LP-060 12 (2020),광주 북구 우산동 549-1,,35.1686302,126.920123,2022-11-10
948,(동문대로) 동강대정문2 LP-060 11 (2020),광주 북구 우산동 549-1,,35.1689593,126.920301,2022-11-10
949,(동문대로) 동강대정문2 LP-060 10 (2020),광주 북구 우산동 549-1,,35.1692276,126.920452,2022-11-10
950,(동문대로) 동강대정문2 LP-060 9 (2020),광주 북구 풍향동 574-13,,35.169489,126.920589,2022-11-10
951,(동문대로) 동강대정문2 LP-060 8 (2020),광주 북구 우산동 549-1,,35.1697032,126.92071,2022-11-10
952,(동문대로) 동강대정문2 LP-060 7 (2020),우산동 549-1,,35.169891,126.920853,2022-11-10
953,(동문대로) 동강대정문2 LP-060 6 (2020),우산동 549-1,,35.170063,126.921066,2022-11-10
954,(동문대로) 동강대정문2 LP-060 5 (2020),우산동 549-1,,35.170231,126.92131,2022-11-10
955,(동문대로) 동강대정문2 LP-060 4 (2020),우산동 549-1,,35.170418,126.921562,2022-11-10
956,(동문대로) 동강대정문2 LP-060 3 (2020),우산동 549-1,,35.170502,126.921722,2022-11-10
957,(동문대로) 동강대정문2 LP-060 2 (2020),우산동 549-1,,35.170696,126.921967,2022-11-10
958,(동문대로) 동강대정문2 LP-060 1 (2020),우산동 549-1,,35.170826,126.922142,2022-11-10
1038,(군왕로) 태영금방 LP-065 11 (2020),풍향동 18-3,,35.16478,126.931412,2022-11-10
1039,(군왕로) 태영금방 LP-065 10 (2020),풍향동 18-3,,35.16449,126.931152,2022-11-10
1040,(군왕로) 태영금방 LP-065 9 (2020),풍향동 12-15,,35.164185,126.930901,2022-11-10
1041,(군왕로) 태영금방 LP-065 8 (2020),풍향동 12-15,,35.163937,126.930687,2022-11-10
1042,(군왕로) 태영금방 LP-065 7 (2020),풍향동 12-15,,35.163712,126.930481,2022-11-10
1043,(군왕로) 태영금방 LP-065 6 (2020),풍향동 12-15,,35.163486,126.930191,2022-11-10
1044,(군왕로) 태영금방 LP-065 5 (2020),풍향동 29-52,,35.163261,126.929916,2022-11-10
1045,(군왕로) 태영금방 LP-065 4 (2020),풍향동 29-52,,35.163055,126.929588,2022-11-10
1046,(군왕로) 태영금방 LP-065 3 (2020),풍향동 606-2,,35.162876,126.929306,2022-11-10
1047,(군왕로) 태영금방 LP-065 2 (2020),풍향동 606-2,,35.162712,126.928978,2022-11-10
1048,(군왕로) 태영금방 LP-065 1 (2020),풍향동 606-2,,35.162579,126.92868,2022-11-10
1111,,용봉동 1114-34,,35.173309,126.89595,2022-11-10
1112,,용봉동 1114-34,,35.173496,126.895836,2022-11-10
1113,,용봉동 696-22,,35.1736815,126.8957996,2022-11-10
1114,,용봉동 696-22,,35.1739902,126.895821,2022-11-10
1115,(설죽로) 고운하이플러스 01,신안동 801-42,,35.1720098,126.8966214,2022-11-10
1116,(설죽로) 고운하이플러스 02,신안동 801-42,,35.1716682,126.8962663,2022-11-10
1117,(설죽로) 고운하이플러스 03,신안동 801-42,,35.1714923,126.8960599,2022-11-10
1118,(설죽로) 고운하이플러스 04,신안동 801-42,,35.171318,126.8958655,2022-11-10
1119,(설죽로) 고운하이플러스 05,신안동 804-26,,35.1712026,126.8957357,2022-11-10
1120,(설죽로) 고운하이플러스 06,신안동 371-5,,35.171131,126.895584,2022-11-10
1121,(설죽로) 고운하이플러스 07,신안동 353-10,,35.171169,126.895393,2022-11-10
1122,(설죽로) 고운하이플러스 08,신안동 353-10,,35.171204,126.895256,2022-11-10
1123,(설죽로) 용주초2 12,용봉동 1425-6,,35.181805,126.898636,2022-11-10
1124,(설죽로) 용주초2 10,용봉동 1425-3,,35.182278,126.898682,2022-11-10
1125,(설죽로) 용주초2 9,용봉동 1429,,35.182541,126.898697,2022-11-10
1126,(설죽로) 용주초2 8,용봉동 1425-2,,35.182728,126.898735,2022-11-10
1127,(설죽로) 용주초2 7,용봉동 1429,,35.182865,126.89872,2022-11-10
1128,(설죽로) 용주초2 6,용봉동 1429,,35.183029,126.898766,2022-11-10
1129,(설죽로) 용주초2 5,용봉동 1429,,35.183216,126.898766,2022-11-10
1130,(설죽로) 용주초2 4,용봉동 1429,,35.183449,126.898811,2022-11-10
1131,(설죽로) 용주초2 3,용봉동 1413-1,,35.183693,126.898872,2022-11-10
1133,(설죽로) 용주초2 17,용봉동 1429,,35.180649,126.898453,2022-11-10
1134,(육교),용봉동 1429,,35.180748,126.898384,2022-11-10
1135,(설죽로) 용주초2 16,용봉동 1429,,35.180866,126.898468,2022-11-10
1136,(설죽로) 용주초2 15,용봉동 1429,,35.181076,126.898521,2022-11-10
1137,(설죽로) 용주초2 14,용봉동 1429,,35.181355,126.898529,2022-11-10
1138,(설죽로) 용주초2 13,용봉동 1429,,35.181553,126.898521,2022-11-10
1139,(설죽로) 용주초1 10,용봉동 1429,,35.182102,126.898285,2022-11-10
1140,(설죽로) 용주초2 11,용봉동 1425-3,,35.182087,126.898689,2022-11-10
1141,(설죽로) 용주초1 11,용봉동 1429,,35.181805,126.89827,2022-11-10
1142,(설죽로) 용주초1 12,용봉동 1429,,35.181606,126.898209,2022-11-10
1143,(설죽로) 용주초1 13,용봉동 1429,,35.181404,126.898193,2022-11-10
1144,(설죽로) 용주초1 14,용봉동 1429,,35.181168,126.898178,2022-11-10
1145,(설죽로) 용주초1 15,용봉동 1429,,35.180897,126.898163,2022-11-10
1146,(육교),용봉동 1429,,35.180782,126.89814,2022-11-10
1147,(설죽로) 용주초1 16,용봉동 1429,,35.180683,126.898125,2022-11-10
1148,(설죽로) 용주초1 1,용봉동 1114-33,,35.184002,126.898575,2022-11-10
1149,(설죽로) 용주초1 2,용봉동 1429,,35.183651,126.898499,2022-11-10
1150,(설죽로) 용주초1 3,용봉동 1429,,35.183437,126.898476,2022-11-10
1151,(설죽로) 용주초1 4,용봉동 1429,,35.183327,126.898476,2022-11-10
1152,(설죽로) 용주초1 5,용봉동 1429,,35.183163,126.898445,2022-11-10
1153,(설죽로) 용주초1 6,용봉동 1429,,35.182842,126.898399,2022-11-10
1154,(설죽로) 용주초1 7,용봉동 1429,,35.182549,126.898392,2022-11-10
1155,(설죽로) 용주초1 8,용봉동 1429,,35.182396,126.898376,2022-11-10
1156,(설죽로) 용주초1 9,용봉동 1429,,35.182278,126.898361,2022-11-10
1157,,용봉동 1264,,35.177773,126.897537,2022-11-10
1158,,용봉동 1264,,35.177975,126.897583,2022-11-10
1159,,용봉동 1264,,35.178112,126.897636,2022-11-10
1160,,용봉동 1264,,35.178307,126.89769,2022-11-10
1161,,용봉동 1264,,35.178467,126.897736,2022-11-10
1162,,용봉동 1264,,35.178738,126.897827,2022-11-10
1163,,용봉동 1264,,35.178932,126.897888,2022-11-10
1164,,용봉동 1264,,35.179176,126.897949,2022-11-10
1165,,용봉동 1264,,35.179455,126.898064,2022-11-10
1166,,용봉동 1264,,35.179893,126.898201,2022-11-10
1167,,용봉동 1264,,35.180111,126.898285,2022-11-10
1168,,용봉동 1264,,35.18037,126.898331,2022-11-10
1169,,용봉동 1429,,35.180351,126.898041,2022-11-10
1170,,용봉동 1429,,35.180012,126.897934,2022-11-10
1171,,용봉동 1429,,35.179798,126.897842,2022-11-10
1172,,용봉동 1429,,35.17968,126.897781,2022-11-10
1173,,용봉동 1429,,35.179489,126.897751,2022-11-10
1174,,용봉동 1429,,35.179344,126.897675,2022-11-10
1175,,용봉동 1429,,35.179161,126.897644,2022-11-10
1176,,용봉동 1429,,35.17897,126.897606,2022-11-10
